operatorId,geohash,address,lat,lng,acCount,dcCount,hdcCount,maxPowerKw
PL*NOX,0J_3G7BK,"Długopole-Zdrój, Zdrojowa, 22",50.2435113,16.6315104,2,0,0,22.0
PL*NOX,0J~21AxC,"Srebrna Góra, Krótka, 1",50.576222,16.656083,2,0,0,22.0
PL*EQU,0J~5OEx4,"Bardo, Kolejowa 22, _",50.505574,16.732737,0,2,0,60.0
PL*SSS,0J~F883y,"Kudowa-Zdrój, Stanisława Moniuszki, 2A",50.443473,16.247297,2,0,0,21.0
PL*NOX,0J~F~AvB,"Kudowa-Zdrój, 1 Maja, 25A",50.443556,16.249667,2,0,0,22.0
PL*NOX,0J~JPXn_,"Duszniki-Zdrój, Zieleniec, 72",50.3390169,16.3832434,2,0,0,22.0
PL*NOX,0J~JPa6Y,"Duszniki-Zdrój, Zieleniec, 72",50.3370887,16.38587,2,0,0,22.0
PL*BB4,0J~Mfvhe,"Duszniki Zdrój, ul. Fryderyka Chopina dz. nr 290/24, -",50.402187,16.391393,1,1,0,50.0
PL*J45,0J~NKGyq,"Duszniki-Zdrój, Polna, 5",50.4068763,16.3832322,1,2,0,120.0
PL*8KE,0J~PNvmB,"Szczytna, Borowina, 12A",50.4243697,16.4681744,0,2,0,120.0
PL*EON,0J~PpD8s,"Polanica-Zdrój, Dębowa, 19B",50.411598,16.503634,4,0,0,22.0
PL*BB4,0J~PpSR7,"Polanica-Zdrój, Górska, 2",50.413579,16.503095,2,0,0,22.0
PL*SSS,0J~PqTtt,"Polanica-Zdrój, Tranzytowa, 30",50.4093466,16.5149027,2,0,0,21.0
PL*NOX,0J~S6bSG,"Karłów, Karłów, 6A",50.47511706,16.34123492,1,0,0,22.0
PL*WUA,0J~fpzKr,"Nowa Ruda, Piłsudskiego, 33",50.5897733,16.509166,1,2,0,120.0
PL*FEH,0J~iZlqF,"Bystrzyca Kłodzka, Strażacka, 14",50.302986,16.640211,1,0,0,11.0
PL*WUA,0J~r6slJ,"Lądek Zdrój, Śnieżna, 45",50.3411296,16.87316862,1,2,0,120.0
PL*BB4,0J~yIYil,"Kłodzko, Noworudzka, 2",50.452213,16.637201,1,2,0,50.0
PL*8BA,0J~yIYil,"Kłodzko, Noworudzka, 2",50.4520697,16.6369162,3,1,0,60.0
PL*ANW,0J~yIjho,"Kłodzko, Objazdowa, 26b",50.4500513,16.64065,1,2,0,120.0
PL*GWN,0J~yIjho,"Kłodzko, Objazdowa, 26A",50.450059,16.640528,0,2,0,140.0
PL*3T1,0J~~Hobt,"Ząbkowice Śląskie, Legnicka 25, N/A",50.5978,16.807481,1,2,0,60.0
PL*WUA,0J~~MDPD,"Ząbkowice Śląskie, 1 Maja, 9a",50.59293385,16.81093858,1,2,0,120.0
PL*GWN,0J~~MO02,"Ząbkowice Śląskie, Wrocławska, 2",50.5942999,16.8136001,1,0,0,11.0
PL*WUA,0L01O5hI,"Słomniki, Żeromskiego, 4",50.24429383,20.08119595,1,2,0,120.0
PL*FYT,0L05GqaW,"Wierzbno, Wierzbno, 27",50.1532055,20.2364774,1,0,2,180.0
PL*WUA,0L08qeF9,"Proszowice, Kolejowa, 13",50.18952548,20.29624694,1,2,0,120.0
PL*MYE,0L08u_ai,"Opatkowice, Opatkowice, 200",50.20133241,20.30241111,0,2,0,120.0
PL*WUA,0L0CfvVD,"Skawina, Radziszowska, 7",49.963012,19.817964,1,2,0,80.0
PL*JMG,0L0DDTGf,"Skawina, Ofiar Katynia, 32",49.97511,19.787825,3,0,6,150.0
PL*GWP,0L0DhMnZ,"Skawina, Kublińskiego, 4",49.973208,19.8230473,2,0,0,22.0
PL*3T1,0L0Djc2a,"Skawina, Krakowska 12, N/A",49.976145,19.834021,1,2,0,50.0
PL*WUA,0L0Dm0CU,"Skawina, Przemysłowa, 6",49.981144,19.835573,1,2,0,120.0
PL*GWN,0L0DmD71,"Skawina, Krakowska, 19A",49.978329,19.8328463,0,2,0,140.0
PL*IOY,0L0DyJ2K,"Skawina, Stanisława Chmielka, 10",49.989076,19.834399,0,0,6,350.0
PL*PEV,0L0DyJ2K,"Skawina, Stanisława Chmielka, 10",49.98904,19.834253,0,0,4,200.0
PL*PKN,0L0F4acz,"Morawica, Morawica, 285",50.078901,19.75838,1,1,0,50.0
PL*PKN,0L0F697~,"Aleksandrowice, Aleksandrowice, 130",50.081214,19.774059,1,1,0,50.0
PL*K64,0L0GHG6N,"Piekary, Piekary, 363",50.027668,19.788635,2,2,0,120.0
PL*1SN,0L0Ga68A,"Kraków, Mirowska, 203",50.0350598,19.8193978,0,0,2,150.0
PL*GWN,0L0GaPOE,"Kryspinów, Kryspinów, 502",50.03353,19.8126399,0,2,0,130.0
PL*NOX,0L0Gh0Vr,"Kraków, Bolesława Śmiałego, 60",50.0205,19.824611,2,0,0,22.0
PL*GWN,0L0GwQeo,"Kraków, Mirowska, 203",50.0352869,19.819991,1,0,0,11.0
PL*PYU,0L0H2_EP,"Kraków, Piotra Brzezińskiego, -",50.091036,19.8400036,2,0,0,11.0
PL*WUA,0L0H6~5d,"Kraków, Balicka, 157",50.0811838,19.8629133,1,2,0,120.0
PL*ELP,0L0HMNmW,"Balice, Kapitana Mieczysława Medweckiego, 22",50.0667213,19.8012681,0,1,2,150.0
PL*59G,0L0HMaeF,"Balice, Kapitana Mieczysława Medweckiego, 31",50.0678116,19.8020124,8,0,0,22.0
PL*BB4,0L0HNG7I,"Balice, Kpt. Mieczysława Medweckiego, 1",50.071511,19.799616,1,3,0,100.0
PL*FQ7,0L0HPQK5,"Kraków, Olszanicka, 174",50.0732219,19.8090937,0,0,2,200.0
PL*GWN,0L0HPQK5,"Kraków, Olszanicka, 174",50.073338,19.80856,0,2,0,60.0
PL*WUA,0L0Iuh7m,"Świątniki Górne, K. Bruchnalskiego, 30",49.93440837,19.946948,1,2,0,107.0
PL*8H7,0L0J2CMa,"Kraków, ul. Zakopiańska 167, _",49.998854,19.920176,1,1,0,30.0
PL*PYU,0L0J2rWB,"Kraków, Kąpielowa, -",49.999809,19.9281,6,0,0,22.0
PL*JMG,0L0J3n3c,"Kraków, Zakopiańska, 94",50.00659,19.9255595,1,0,0,22.0
PL*JMG,0L0J3xvl,"Kraków, Zawiła, 3",50.0077788,19.9246299,0,2,0,60.0
PL*GWP,0L0JKIEA,"Gaj, Myślenicka, 7",49.9657895,19.8993169,2,0,0,11.0
PL*19X,0L0JfZFF,"Kraków, Zawiła, 61",50.008019,19.898938,4,0,0,11.0
PL*Q55,0L0JfsaB,"Kraków, Borkowska 1, N/A",50.006199,19.905027,1,2,0,60.0
PL*7R5,0L0JkWIc,"Góra Libertowska, Góra Libertowska, 8",49.980818,19.909194,0,0,0,0.0
PL*JMG,0L0JkYRD,"Libertów, Góra Libertowska, 10",49.9803402,19.9101704,1,3,0,85.0
PL*GWN,0L0Jkci_,"Libertów, Góra Libertowska, 2",49.981211,19.910658,0,0,2,150.0
PL*Q55,0L0JkeK8,"Libertów, Góra Libertowska 1a, N/A",49.980518,19.91232,1,2,0,60.0
PL*PKN,0L0JlPft,"Kraków, Zakopiańska, 289",49.984694,19.91225,1,1,0,50.0
PL*JMG,0L0JzWcf,"Kraków, Zakopiańska, 169A",49.9983715,19.9197391,1,2,0,40.0
PL*Q55,0L0J~hCt,"Kraków, Cechowa 2, N/A",50.005057,19.945582,1,2,0,60.0
PL*GWN,0L0J~pKN,"Kraków, Stanisława Stojałowskiego, 12",50.005363,19.948685,3,6,0,50.0
PL*BYN,0L0L7blm,"Wieliczka, Krakowska, 22A",49.9967895,20.0326074,2,0,0,22.0
PL*GWN,0L0L7hIk,"Wieliczka, Krakowska, 14c",49.994405,20.033681,1,2,0,50.0
PL*115,0L0L7uH9,"Wieliczka, Krakowska 33, _",49.995213,20.038419,1,1,0,30.0
PL*1SN,0L0L7xNk,"Wieliczka, Krakowska, 37A",49.9969651,20.0344313,1,0,1,150.0
PL*1W3,0L0LyrWi,"Wieliczka, Marszałka Józefa Piłsudzkiego, 18",49.9885604,20.0161488,3,2,0,60.0
PL*MYE,0L0M017P,"Kraków, Praska, 34",50.047544,19.914247,4,2,0,50.0
PL*GWP,0L0M63zk,"Kraków, aleja Powstańców Śląskich, 22",50.03658,19.948472,2,0,0,22.0
PL*GWP,0L0M69bM,"Kraków, Powstańców Śląskich, 22",50.0367453,19.9491483,0,0,4,175.0
PL*NOX,0L0M8Uh2,"Kraków, Monte Cassino, 2",50.047459,19.9297859,4,0,0,11.0
PL*QWC,0L0M8WJe,"Kraków, Jana Bułhaka, 111",50.04655,19.931011,2,0,0,20.0
PL*JMG,0L0MCvEi,"Kraków, Karola Bunscha, 23",50.012113,19.884021,2,0,0,22.0
PL*PEV,0L0MIHMC,"Kraków, Bunscha, 19",50.012415,19.887033,0,0,6,540.0
PL*BYN,0L0MISZT,"Kraków, Karola Bunscha, 19",50.0131982,19.8865103,2,0,0,22.0
PL*MYE,0L0MJhCb,"Kraków, Lubostroń, dz 111/44",50.015959,19.891244,2,0,0,22.0
PL*GWN,0L0Mij2N,"Kraków, Sielska, 4",50.0110001,19.9263001,1,0,0,11.0
PL*GWN,0L0Miqs5,"Kraków, Zakopiańska, 70A",50.0099541,19.9291349,2,0,0,22.0
PL*NOX,0L0MlSII,"Kraków, Stefana Grota-Roweckiego, 28",50.0290734,19.9092016,2,0,0,22.0
PL*3T1,0L0MlZn7,"Kraków, Norymberska 1, N/A",50.029856,19.910586,1,2,0,60.0
PL*PKN,0L0MlwCi,"Kraków, Grota Roweckiego, 33",50.029048,19.912517,0,0,2,180.0
PL*Y97,0L0MoIsT,"Kraków, Józefa Marcika, 14a",50.010472,19.9329963,1,0,0,22.0
PL*8BA,0L0MoQxz,"Kraków, Zakopiańska, 62",50.0131906,19.9303959,2,0,0,11.0
PL*MYE,0L0MoWJO,"Kraków, ul. Zakopiańska, 62",50.01405,19.931312,2,2,0,50.0
PL*8BA,0L0MpBgz,"Kraków, Zakopiańska, 62",50.0159336,19.9304296,1,1,0,60.0
PL*8BA,0L0MpDIb,"Kraków, Zakopiańska, 62",50.0161051,19.9310108,2,0,0,11.0
PL*PKN,0L0MpNVd,"Kraków, Zakopiańska, 58D",50.017722,19.93225,1,2,0,100.0
PL*PYU,0L0Mq4bZ,"Kraków, Porucznika Halszki, 1a",50.0129092,19.949348,4,0,0,11.0
PL*WUA,0L0MrblQ,"Kraków, Połomskiego, 14",50.01906958,19.944974,1,2,0,120.0
PL*Q55,0L0Mtwqg,"Kraków, Cegielniana 2, N/A",50.028848,19.935758,1,2,0,60.0
PL*PKN,0L0N2Q00,"Kraków, Opolska, 5",50.090099,19.918798,0,0,2,180.0
PL*GWP,0L0N2Ukl,"Kraków, Władysława Łokietka, 83",50.0913579,19.9188479,2,0,4,175.0
PL*GWN,0L0N2csF,"Kraków, Opolska, 60A",50.091189,19.922382,0,0,2,150.0
PL*Q55,0L0N3MRH,"Kraków, Henryka Pachońskiego 5B, N/A",50.093669,19.9214,1,2,0,60.0
PL*PDX,0L0N5Exj,"Kraków, Wybickiego, 3A",50.08345528,19.9295232,1,2,0,50.0
PL*3T1,0L0N5x6w,"Kraków, Bratysławska 4, N/A",50.084619,19.935589,1,2,0,50.0
PL*GWN,0L0N6hXs,"Kraków, Aleja 29 Listopada, 22",50.076946,19.946428,1,2,0,50.0
PL*PKN,0L0N6j3k,"Kraków, Kamienna, 18",50.077181,19.947889,1,1,0,50.0
PL*59G,0L0NLxSh,"Kraków, Piastowska, 18",50.0627605,19.9021971,5,0,0,22.0
PL*PKN,0L0NNpJv,"Kraków, Armii Krajowej, 21A",50.071242,19.893555,1,1,0,50.0
PL*MYE,0L0NOVxe,"Kraków, Armii Krajowej, 11",50.070452,19.89684,1,1,0,50.0
PL*JMG,0L0NPDJN,"Kraków, Kołowa, 8",50.071175,19.898114,4,0,0,22.0
PL*79P,0L0NQ~5f,"Kraków, Balicka, 84",50.081062,19.873861,0,0,0,0.0
PL*NOX,0L0N_V0i,"Kraków, Papiernicza, 3",50.0917463,19.9406148,1,0,0,22.0
PL*BB4,0L0N_lHp,"Kraków, Opolska, 100",50.089056,19.946228,2,0,0,22.0
PL*GWN,0L0NcvFp,"Kraków, Jasnogórska, 2",50.0891667,19.8947222,2,0,0,22.0
PL*JMG,0L0Ne6U8,"Kraków, Josepha Conrada, 10",50.0899512,19.9056472,1,0,0,22.0
PL*GWP,0L0NeFlL,"Kraków, Josepha Conrada, 66",50.089289,19.8974552,4,0,0,22.0
PL*GWN,0L0NeV0K,"Kraków, Stawowa, 61",50.091643,19.896693,1,2,0,50.0
PL*QWC,0L0Ng6Uu,"Kraków, Bolesława Prusa, 26",50.056904,19.916506,2,0,0,20.0
PL*MYE,0L0Ngaes,"Kraków, Focha, 37",50.057438,19.912279,1,1,0,50.0
PL*GJC,0L0NhRwh,"Kraków, Aleja 3 Maja, 51A",50.063117,19.9079465,12,0,0,11.0
PL*HK1,0L0NicpV,"Kraków, Józefa Kałuży, 1",50.057843,19.922406,1,0,2,160.0
PL*PKN,0L0NldAC,"Kraków, Kazimierza Wielkiego, 121",50.075118,19.910267,1,1,0,50.0
PL*QWC,0L0Nn7SF,"Kraków, Mazowiecka, 26A",50.074444,19.92823,2,0,0,20.0
PL*MYE,0L0Nnu5o,"Kraków, Kościelna, 1",50.07198,19.928588,1,1,0,50.0
PL*59G,0L0NoNEZ,"Kraków, plac Na Groblach, 24",50.0555377,19.9319086,20,0,0,11.0
PL*NOX,0L0NocpX,"Kraków, Floriana Straszewskiego, 17",50.0582994,19.9331447,4,0,0,11.0
PL*NOX,0L0NqcBf,"Kraków, Starowiślna, 13",50.05788786,19.94289458,2,0,0,22.0
PL*QWC,0L0Nsvs_,"Kraków, Ignacego Paderewskiego, 4",50.06682,19.940422,2,0,0,20.0
PL*JMG,0L0Nuqt6,"Kraków, Lubicz, 23",50.064865,19.950866,2,0,0,22.0
PL*WUA,0L0Nuw_n,"Kraków, Pawia, 5",50.06782395,19.94653804,4,8,0,100.0
PL*GWN,0L0NxGZJ,"Kraków, Radzikowskiego, 5",50.0829001,19.9091999,1,0,0,11.0
PL*MYE,0L0N~6pq,"Kraków, Siewna, 30A/B",50.094868,19.950968,1,1,0,50.0
PL*19X,0L0O0HM6,"Kraków, Myśliwska, 68",50.04519684,19.99742833,0,2,0,90.0
PL*Q55,0L0OCWJm,"Kraków, Wincentego Witosa 4, N/A",50.014121,19.964199,1,2,0,60.0
PL*JMG,0L0OEVxp,"Kraków, Puszkarska, 7H",50.0260563,19.9517043,2,0,0,11.0
PL*JMG,0L0OEXZj,"Kraków, Puszkarska, 7m",50.025927,19.95274,2,0,0,11.0
PL*JMG,0L0OEdRL,"Kraków, Puszkarska, 7J",50.026449,19.9536699,2,0,0,11.0
PL*TSL,0L0OFGYn,"Kraków, Henryka Kamieńskiego, 11",50.028056,19.95334,0,0,16,250.0
PL*WUA,0L0OLMQm,"Kraków, Polonijna, 13",50.017156,19.9869285,1,2,0,120.0
PL*NOX,0L0OTYAk,"Kraków, Wielicka, 28",50.0398658,19.9647507,2,0,0,22.0
PL*19X,0L0OW4eh,"Kraków, Klimeckiego, 1",50.04570236,19.97127789,0,2,0,120.0
PL*EN2,0L0OWlMQ,"Kraków, Powstańców Wielkopolskich, 13E",50.04459665,19.9679301,2,0,0,22.0
PL*Q55,0L0Obsay,"Kraków, Węglarska, 4",50.0393973,19.9933807,1,0,0,22.0
PL*PKN,0L0OiIsz,"Kraków, Erazma Jerzmanowskiego, 39",50.010333,20.010056,1,1,0,50.0
PL*EQU,0L0OiL0l,"Kraków, ul. Jerzmanowskiego 37, _",50.011106,20.010515,2,0,0,22.0
PL*3T1,0L0Oofw1,"Kraków, Mieczysławy Ćwiklińskiej 14, N/A",50.01452,20.0216352,1,2,0,60.0
PL*PYU,0L0OpjAZ,"Kraków, Mieczysławy Ćwiklińskiej, -",50.0156597,20.0237934,2,0,0,20.0
PL*PYU,0L0OxOwa,"KRAKÓW, LIPSKA, BRAK",50.039427,20.000322,2,0,0,22.0
PL*3T1,0L0P06_e,"Kraków, Osiedle Kombatantów 16A, N/A",50.09048,20.006113,1,2,0,50.0
PL*PKN,0L0P0rXl,"Kraków, os. Strusia, 24",50.088222,20.005444,1,1,0,50.0
PL*Q55,0L0P0vvL,"Kraków, Osiedle Józefa Strusia, 21",50.08856,20.0056,1,1,0,60.0
PL*JMG,0L0P7wI1,"Kraków, Kocmyrzowska, 1c",50.0835153,20.0343417,1,0,0,22.0
PL*GWN,0L0P8CPW,"Kraków, Os. Na lotnisku, 2",50.0870001,20.0189999,1,0,0,11.0
PL*WUA,0L0PAKlG,"Kraków, Podgórska, 34",50.053736,19.955881,3,4,0,100.0
PL*NOX,0L0PAvuR,"Kraków, Grzegórzecka, 69",50.056389,19.962167,2,0,0,22.0
PL*QWC,0L0PCWJ3,"Kraków, Stefana Rogozińskiego, 5",50.057652,19.963783,2,0,0,20.0
PL*JMG,0L0PD76D,"Kraków, Fabryczna, 13",50.0625051,19.9733049,4,2,0,80.0
PL*NOX,0L0PDc9f,"Kraków, Pułkownika Francesco Nullo, 28",50.0643392,19.9661238,2,0,0,22.0
PL*DJU,0L0PDx6p,"Kraków, Cystersów, 21d",50.0629893,19.968996,4,0,0,22.0
PL*QK4,0L0PGJ9L,"KRAKÓW, MOGILSKA, 35",50.0659073,19.9660152,2,0,0,22.0
PL*QWC,0L0PGd5e,"Kraków, Filipa Eisenberga, 4",50.070024,19.966253,2,0,0,20.0
PL*JMG,0L0PJRwr,"Kraków, Fabryczna, 13",50.0625657,19.9735542,6,0,0,22.0
PL*PKN,0L0PM0MB,"Kraków, Mogilska, 122",50.069041,19.979394,1,1,0,50.0
PL*Q55,0L0PMY8P,"Kraków, Mogilska 116, N/A",50.06811,19.977147,1,2,0,60.0
PL*NOX,0L0PMoPw,"Kraków, Dąbska, 5",50.064944,19.981583,2,0,0,22.0
PL*WUA,0L0POItw,"Kraków, Aleja Pokoju, 46",50.06545289,19.98754346,2,0,0,11.0
PL*GWP,0L0POd50,"Kraków, Lema, 17",50.0696168,19.9877982,0,2,0,60.0
PL*DPJ,0L0PUCN2,"Kraków, Opolska, 112",50.087257,19.953461,2,0,0,22.0
PL*TSL,0L0PUDdn,"Kraków, Opolska, 110",50.088259,19.953189,0,0,6,175.0
PL*Q55,0L0PVDJ2,"Kraków, Siewna 17, N/A",50.092704,19.953177,1,2,0,60.0
PL*JMG,0L0PZdAj,"Kraków, Aleja Generała Tadeusza Bora-Komorowskiego, 25",50.08640158,19.97573015,10,0,0,22.0
PL*U8S,0L0Pa3RV,"Kraków, Profesora Michała Życzkowskiego, 27",50.080639,19.991139,2,0,0,22.0
PL*U8S,0L0Pa3z9,"Kraków, Profesora Michała Życzkowskiego, 33",50.080972,19.992472,2,0,0,22.0
PL*U8S,0L0Pa8Om,"Kraków, prof. Michała Życzkowskiego, 29a",50.079944,19.992861,2,0,0,22.0
PL*U8S,0L0Pay25,"Kraków, prof. Michała Życzkowskiego, 23",50.079389,19.991716,4,0,0,22.0
PL*BB4,0L0Pb3ip,"Kraków, Bora-Komorowskiego, -",50.086158,19.992295,2,0,0,22.0
PL*PRH,0L0PeFnB,"Kraków, Dobrego Pasterza, 128",50.0890918,19.9847763,2,0,0,11.0
PL*MYE,0L0Ph0dd,"Kraków, Aleja Pokoju, 67",50.06375,20.00095,1,1,0,50.0
PL*GWN,0L0Phc91,"Kraków, aleja Pokoju, 67",50.0644769,19.998967,1,2,0,50.0
PL*MYE,0L0PjWfV,"Kraków, Centralna, 53",50.063609,20.007557,1,1,0,50.0
PL*WUA,0L0Pj_X3,"Kraków, Sołtysowska, 23D",50.064436,20.015979,1,2,0,120.0
PL*GWN,0L0PlZ4l,"Kraków, Aleja Jana Pawła II, 43",50.074278,19.998909,1,0,2,150.0
PL*Q55,0L0PlzQF,"Kraków, Stanisławy Wysockiej 1, N/A",50.073591,20.002047,1,2,0,60.0
PL*WUA,0L0Pn3oA,"Kraków, Medweckiego, 21",50.0752445,20.013631,0,0,0,0.0
PL*Q55,0L0PpWfX,"Kraków, Sołtysowska, 20",50.0640319,20.0187037,0,0,0,0.0
PL*Z75,0L0PvkZg,"Kraków, al. Jana Pawła II, 232",50.071537,20.03412,2,0,0,22.0
PL*GWN,0L0PyitR,"Kraków, Dąbrowskiej, 25",50.0763001,20.0138001,1,0,0,11.0
PL*SSS,0L0ShsZa,"Zabierzów, Krakowska, 280",50.105075,19.827532,0,2,0,80.0
PL*NOX,0L0Sj6pD,"Modlniczka, Handlowców, 12",50.1061138,19.8410341,1,2,0,120.0
PL*Q55,0L0SkIyJ,"Zabierzów, Rzemieślnicza, 1",50.1094885,19.8233891,1,1,0,50.0
PL*MYE,0L0Smiwj,"Modlniczka, Kasztanowa, 25",50.108521,19.837953,1,1,0,50.0
PL*1SN,0L0Sp3g4,"Modlniczka, profesora Adama Rożańskiego, 28",50.1075916,19.8486891,1,2,0,72.0
PL*NOX,0L0SpSrj,"Modlniczka, Handlowców, 2",50.1055427,19.8439304,2,0,0,11.0
PL*BYN,0L0Spbac,"Modlniczka, Profesora Adama Rożańskiego, 34",50.1074739,19.8457839,2,0,0,22.0
PL*JMG,0L0Spwpr,"Modlniczka, Prof. Adam Różańskiego, 3",50.106361,19.847528,3,2,0,120.0
PL*GWN,0L0Ssh9_,"Modlniczka, profesora Adama Rożańskiego, 32",50.110029,19.84772,0,2,0,120.0
PL*1SN,0L0S~~A1,"Szyce, Plac Wspólnoty, 1",50.140855,19.861931,0,0,2,150.0
PL*JMG,0L0Td~j7,"Czajowice, Ojcowska, 21",50.1848307,19.8083315,2,0,0,22.0
PL*MYE,0L0Wbk9j,"Ojców, Ojców, 107",50.21475526,19.81496343,4,0,0,11.0
PL*MYE,0L0WyTC4,"Ojców, Ojców, 107",50.21132246,19.83167574,2,0,0,11.0
PL*WUA,0L0YAJ3z,"Kraków, Włodzimierza Tetmajera, 83",50.0985068,19.867217,1,2,0,80.0
PL*4TY,0L0YIXcG,"Kraków, Jasnogórska, 109",50.102603378656,19.8871964931,0,0,0,0.0
PL*JMG,0L0YIhXb,"Kraków, Jasnogórska, 60",50.0986852,19.891021,1,2,0,39.0
PL*MYE,0L0YQ0uX,"Modlnica, Częstochowska, 62",50.12375605,19.87023174,1,3,0,120.0
PL*WUA,0L0YQ306,"Modlnica, Częstochowska, 70",50.1251423,19.8706652,1,2,0,120.0
PL*Q55,0L0YRhGJ,"Modlnica, Polna, 1",50.1262862,19.8688706,1,1,0,50.0
PL*MYE,0L0YdG_q,"Giebułtów, Władysława Hermana, 18",50.138479,19.888426,2,0,0,22.0
PL*19X,0L0Yi_GQ,"Kraków, Zygmunta Glogera, 24",50.1022317,19.9283787,2,2,0,149.0
PL*WUA,0L0Yi_GQ,"Kraków, Glogera, 22",50.1016771,19.92844,1,2,0,120.0
PL*Q55,0L0Yi~8s,"Kraków, Glogera, 26",50.1027625,19.9289584,1,2,0,50.0
PL*MYE,0L0YnZRC,"Zielonki, Krakowskie Przedmieście, 116",50.117917,19.920643,0,1,0,20.0
PL*GWN,0L0aAq6A,"Kraków, Kuźnica Kołłątajowska, 3",50.097883,19.9615333,1,0,0,11.0
PL*PYU,0L0aDEx6,"Kraków, Papierni Prądnickich, 1",50.1049472,19.9628299,2,0,0,11.0
PL*MYE,0L0aHwJE,"Węgrzce, A10, 56",50.116678,19.968414,1,0,0,7.0
PL*Q55,0L0ai3UG,"Kraków, osiedle Piastów 63, N/A",50.103195,20.012829,1,2,0,60.0
PL*MYE,0L0hFzFK,"Wieliczka, Kościuszki, 15",49.9856,20.04641,1,1,0,50.0
PL*BB4,0L0hHNXH,"Wieliczka, E. Dembowskiego, 22",49.985488,20.052919,2,2,0,100.0
PL*JMG,0L0hHldn,"Wieliczka, Kuczkiewicza, 6",49.985364,20.055705,2,0,0,22.0
PL*WUA,0L0hQCON,"Wieliczka, Kościuszki, 30",49.988343,20.041313,1,2,0,120.0
PL*MYE,0L0hQJ8q,"Wieliczka, Kościuszki, 39",49.988638,20.042833,2,0,0,22.0
PL*Q55,0L0hQSbM,"Wieliczka, Kościuszki 36, N/A",49.990888,20.041341,1,2,0,60.0
PL*GWP,0L0kSXbM,"Kraków, Tadeusza Śliwiaka, 38",50.0368562,20.0520329,0,0,2,175.0
NL*TNM,0L0kYXbO,"Krakow, Tadeusza Śliwiaka 64, N/A",50.036929,20.062691,0,0,2,200.0
PL*Q55,0L0lRRya,"Kraków, Kocmyrzowska, 2B",50.0848126,20.0404561,1,2,0,50.0
PL*MYE,0L0lRphQ,"Kraków, Bulwarowa, 33",50.0815664,20.0479303,1,1,0,50.0
PL*SSS,0L0lbVij,"Kraków, Blokowa, 3",50.085999,20.073464,1,1,1,180.0
PL*GWN,0L0mDE4G,"Zakrzów, MOP Zakrzów, A4",50.016605,20.139373,0,0,2,150.0
PL*GWN,0L0mDMSs,"Zakrzów, MOP Podłęże, A4",50.017426,20.141222,0,0,2,150.0
PL*JMG,0L0mL5l6,"Podłęże, Podłęże, 247A",50.0188322,20.1691872,1,0,0,22.0
PL*JMG,0L0mLswu,"Podłęże, Podłęże, 168",50.0170605,20.1689297,1,0,0,22.0
PL*JMG,0L0mqD0P,"Staniątki, Staniątki, 253",50.0109659,20.2063197,1,0,0,22.0
PL*Q55,0L0mt4iC,"Niepołomice, Płaszowska 9, N/A",50.028834,20.201658,1,2,0,60.0
PL*NOX,0L0nMYWv,"Kraków, Rzepakowa, 4r",50.06760417,20.15233834,1,0,0,22.0
PL*JMG,0L0nQyWR,"Kraków, Igołomska, 28m",50.0788045,20.1344576,2,0,0,22.0
PL*JMG,0L0ppt3s,"Kłaj, Targowisko, 469",49.97375,20.290361,1,2,0,120.0
PL*JMG,0L0rAPpn,"Kłaj, Łężkowice, 109",49.9684131,20.3083885,1,2,0,120.0
PL*WUA,0L0sRxP9,"Niepołomice, Na Tamie, 7",50.04145,20.22088942,1,2,0,120.0
PL*JMG,0L0sUUp2,"Niepołomice, Akacjowa, 11",50.0467702,20.2161881,0,0,2,180.0
PL*WUA,0L10HV3g,"Sędziszów, Majowa, 9",50.5594069,20.0511648,1,2,0,120.0
PL*CPN,0L1718FK,"Kielce, Transportowców, 22",50.535605,20.354997,0,0,0,0.0
PL*PKN,0L199ZI5,"Łączyn, S7, S7",50.62314,20.284008,1,1,0,50.0
PL*Q55,0L1L~gJ1,"Miechów, Racławicka 31, N/A",50.356367,20.034084,1,2,0,60.0
PL*WUA,0L1hVjRa,"Miechów, Racławicka, 45B",50.35746,20.04601,1,2,0,120.0
PL*FEH,0L1hVwY1,"Miechów, Marii Konopnickiej, 30A",50.359383,20.044653,0,0,2,150.0
PL*MRN,0L21oob9,"Żelichów, Żelichów, 64a",50.230064,20.817168,1,0,2,150.0
PL*WUA,0L2AfCVW,"Bochnia, Wiśnicka, 16",49.96060767,20.42527338,1,2,0,120.0
PL*SFJ,0L2BK8o5,"Bochnia, Pułaskiego Kazimierza gen., 1/4",49.96974,20.433222,2,0,0,11.0
PL*BB4,0L2BOJb~,"Bochnia, Partyzantów, 2a",49.978342,20.426879,2,0,0,22.0
PL*5QW,0L2BbsHV,"Bochnia, Proszowska, 123",49.9946594,20.4317161,2,1,0,90.0
PL*SNG,0L2Ic9YD,"Brzesko, Adama Mickiewicza, 66",49.9600613,20.5965001,2,0,0,22.0
PL*GWN,0L2IdvVB,"Brzesko, Pomianowska, 2B",49.96326,20.598279,0,0,2,150.0
PL*Q55,0L2JI6RA,"Brzesko, Tadeusza Kościuszki 66F, N/A",49.968936,20.597683,1,2,0,60.0
PL*JMG,0L2JkabB,"Brzesko, Szczepanowska, 3",49.97975,20.615444,1,2,0,120.0
